;Country;Year;Life Ladder;LogGDP;SocialSupport;LifeExpectancy;Freedom;Generosity;Corruption;PosAffect;NegAffect;Region;Regime;AreaInK2;Population;PopAnnualGrowthRate;PopDensity;InfantMortalityRate;Christianisme;Islam;Sans-religion;Hindouisme;Bouddhisme;Religions traditionnelles;Autres;Judaisme
399;Czech Republic;2010;6.25;10.419;0.934;68.1;0.779;-0.042;0.926;0.641;0.244;Central and Eastern Europe;Flawed democracy;77247;10550886;0.246;136.6;2.65;0.233;0.0;0.764;0.0;0.0;0.0;0.0;0.0
400;Czech Republic;2011;6.331;10.435;0.914;68.24;0.787;-0.106;0.95;0.601;0.253;Central and Eastern Europe;Flawed democracy;77247;10573222;0.177;136.9;2.63;0.233;0.0;0.764;0.0;0.0;0.0;0.0;0.0
401;Czech Republic;2012;6.334;10.426;0.912;68.38;0.74;-0.154;0.957;0.609;0.257;Central and Eastern Europe;Flawed democracy;77247;10591594;0.17;137.1;2.61;0.233;0.0;0.764;0.0;0.0;0.0;0.0;0.0
402;Czech Republic;2013;6.698;10.42;0.888;68.52;0.726;-0.156;0.916;0.72;0.253;Central and Eastern Europe;Flawed democracy;77247;10609322;0.164;137.3;2.59;0.233;0.0;0.764;0.0;0.0;0.0;0.0;0.0
403;Czech Republic;2014;6.484;10.446;0.878;68.66;0.8;-0.168;0.897;0.678;0.235;Central and Eastern Europe;Flawed democracy;77247;10626503;0.159;137.6;2.57;0.233;0.0;0.764;0.0;0.0;0.0;0.0;0.0
404;Czech Republic;2015;6.608;10.496;0.911;68.8;0.808;-0.146;0.886;0.751;0.206;Central and Eastern Europe;Flawed democracy;77247;10643240;0.155;137.8;2.55;0.233;0.0;0.764;0.0;0.0;0.0;0.0;0.0
405;Czech Republic;2016;6.736;10.518;0.931;69.3;0.85;-0.197;0.9;0.756;0.201;Central and Eastern Europe;Flawed democracy;77247;10658627;0.134;138.0;2.53;0.233;0.0;0.764;0.0;0.0;0.0;0.0;0.0
406;Czech Republic;2017;6.79;10.558;0.901;69.8;0.832;-0.177;0.867;0.739;0.227;Central and Eastern Europe;Flawed democracy;77247;10671766;0.113;138.2;2.51;0.233;0.0;0.764;0.0;0.0;0.0;0.0;0.0
407;Czech Republic;2018;7.034;10.583;0.929;70.3;0.79;-0.292;0.851;0.714;0.178;Central and Eastern Europe;Flawed democracy;77247;10682727;0.092;138.3;2.49;0.233;0.0;0.764;0.0;0.0;0.0;0.0;0.0
408;Czech Republic;2020;6.897;10.53;0.964;71.3;0.906;-0.127;0.884;0.832;0.29;Central and Eastern Europe;Flawed democracy;77247;10698037;0.05;138.5;2.45;0.233;0.0;0.764;0.0;0.0;0.0;0.0;0.0
409;Denmark;2007;7.834;10.891;0.954;69.92;0.932;0.24;0.206;0.828;0.194;Western Europe;Full democracy;42434;5458200;0.56;128.6;3.96;0.835;0.040999999999999995;0.11800000000000001;0.004;0.002;0.0;0.0;0.0
410;Denmark;2008;7.971;10.88;0.954;70.08;0.97;0.272;0.248;0.757;0.163;Western Europe;Full democracy;42434;5491488;0.656;129.4;4.05;0.835;0.040999999999999995;0.11800000000000001;0.004;0.002;0.0;0.0;0.0
411;Denmark;2009;7.683;10.824;0.939;70.24;0.949;0.264;0.206;0.749;0.234;Western Europe;Full democracy;42434;5521707;0.442;130.1;3.01;0.835;0.040999999999999995;0.11800000000000001;0.004;0.002;0.0;0.0;0.0
412;Denmark;2010;7.771;10.839;0.975;70.4;0.944;0.242;0.175;0.785;0.155;Western Europe;Full democracy;42434;5546980;0.471;130.7;3.41;0.835;0.040999999999999995;0.11800000000000001;0.004;0.002;0.0;0.0;0.0
413;Denmark;2011;7.788;10.848;0.962;70.62;0.935;0.298;0.22;0.769;0.175;Western Europe;Full democracy;42434;5570463;0.374;131.3;3.39;0.835;0.040999999999999995;0.11800000000000001;0.004;0.002;0.0;0.0;0.0
414;Denmark;2012;7.52;10.846;0.951;70.84;0.933;0.139;0.187;0.774;0.209;Western Europe;Full democracy;42434;5592472;0.415;131.8;3.36;0.835;0.040999999999999995;0.11800000000000001;0.004;0.002;0.0;0.0;0.0
415;Denmark;2013;7.589;10.851;0.965;71.06;0.92;0.215;0.17;0.862;0.195;Western Europe;Full democracy;42434;5617172;0.466;132.4;3.42;0.835;0.040999999999999995;0.11800000000000001;0.004;0.002;0.0;0.0;0.0
416;Denmark;2014;7.508;10.862;0.956;71.28;0.942;0.118;0.237;0.832;0.233;Western Europe;Full democracy;42434;5647207;0.6;133.1;4.05;0.835;0.040999999999999995;0.11800000000000001;0.004;0.002;0.0;0.0;0.0
417;Denmark;2015;7.514;10.878;0.96;71.5;0.941;0.222;0.191;0.829;0.218;Western Europe;Full democracy;42434;5688232;0.847;134.0;3.73;0.835;0.040999999999999995;0.11800000000000001;0.004;0.002;0.0;0.0;0.0
418;Denmark;2016;7.558;10.903;0.954;71.8;0.948;0.138;0.21;0.836;0.208;Western Europe;Full democracy;42434;5733361;0.734;135.1;3.22;0.835;0.040999999999999995;0.11800000000000001;0.004;0.002;0.0;0.0;0.0
419;Denmark;2017;7.594;10.916;0.952;72.1;0.955;0.155;0.181;0.824;0.206;Western Europe;Full democracy;42434;5773404;0.658;136.1;3.2;0.835;0.040999999999999995;0.11800000000000001;0.004;0.002;0.0;0.0;0.0
420;Denmark;2018;7.649;10.935;0.958;72.4;0.935;0.018;0.151;0.821;0.206;Western Europe;Full democracy;42434;5809375;0.584;136.9;3.18;0.835;0.040999999999999995;0.11800000000000001;0.004;0.002;0.0;0.0;0.0
421;Denmark;2019;7.693;10.954;0.958;72.7;0.963;0.02;0.174;0.862;0.181;Western Europe;Full democracy;42434;5841245;0.51;137.7;3.16;0.835;0.040999999999999995;0.11800000000000001;0.004;0.002;0.0;0.0;0.0
422;Denmark;2020;7.515;10.91;0.947;73.0;0.938;0.052;0.214;0.818;0.227;Western Europe;Full democracy;42434;5868927;0.435;138.3;3.13;0.835;0.040999999999999995;0.11800000000000001;0.004;0.002;0.0;0.0;0.0
423;Djibouti;2008;5.009;8.111;0.69;53.26;0.773;0.129;0.576;0.755;0.12;Sub-Saharan Africa;Authoritarian;23180;708122;2.147;30.5;63.15;0.023;0.9690000000000001;0.002;0.0;0.0;0.003;0.0;0.002
424;Djibouti;2009;4.906;7.927;0.901;53.78;0.649;0.005;0.634;0.662;0.232;Sub-Saharan Africa;Authoritarian;23180;723558;2.166;31.2;61.99;0.023;0.9690000000000001;0.002;0.0;0.0;0.003;0.0;0.002
425;Djibouti;2011;4.369;7.88;0.633;54.7;0.746;-0.057;0.519;0.579;0.181;Sub-Saharan Africa;Authoritarian;23180;755961;2.235;32.6;59.49;0.023;0.9690000000000001;0.002;0.0;0.0;0.003;0.0;0.002
426;Dominican Republic;2006;5.088;9.314;0.919;62.68;0.858;0.038;0.755;0.748;0.274;Latin America and Caribbean;Flawed democracy;48320;8968957;1.327;185.6;29.95;0.9440000000000001;0.001;0.005;0.0;0.001;0.03;0.017;0.0
427;Dominican Republic;2007;5.081;9.372;0.848;62.96;0.886;-0.008;0.772;0.767;0.26;Latin America and Caribbean;Flawed democracy;48320;9087233;1.294;188.1;29.38;0.9440000000000001;0.001;0.005;0.0;0.001;0.03;0.017;0.0
428;Dominican Republic;2008;4.842;9.391;0.85;63.24;0.848;-0.045;0.728;0.732;0.329;Latin America and Caribbean;Flawed democracy;48320;9204020;1.261;190.5;28.81;0.9440000000000001;0.001;0.005;0.0;0.001;0.03;0.017;0.0
429;Dominican Republic;2009;5.432;9.388;0.878;63.52;0.863;-0.053;0.806;0.785;0.28;Latin America and Caribbean;Flawed democracy;48320;9319215;1.227;192.9;28.26;0.9440000000000001;0.001;0.005;0.0;0.001;0.03;0.017;0.0
430;Dominican Republic;2010;4.735;9.456;0.86;63.8;0.824;-0.075;0.78;0.787;0.282;Latin America and Caribbean;Flawed democracy;48320;9432674;1.193;195.2;27.71;0.9440000000000001;0.001;0.005;0.0;0.001;0.03;0.017;0.0
431;Dominican Republic;2011;5.397;9.475;0.872;64.02;0.848;0.014;0.788;0.809;0.3;Latin America and Caribbean;Flawed democracy;48320;9546749;1.211;197.6;27.26;0.9440000000000001;0.001;0.005;0.0;0.001;0.03;0.017;0.0
432;Dominican Republic;2012;4.753;9.489;0.879;64.24;0.84;-0.062;0.727;0.797;0.297;Latin America and Caribbean;Flawed democracy;48320;9661072;1.17;199.9;26.82;0.9440000000000001;0.001;0.005;0.0;0.001;0.03;0.017;0.0
433;Dominican Republic;2013;5.016;9.525;0.878;64.46;0.889;0.021;0.752;0.793;0.295;Latin America and Caribbean;Flawed democracy;48320;9772789;1.13;202.3;26.39;0.9440000000000001;0.001;0.005;0.0;0.001;0.03;0.017;0.0
434;Dominican Republic;2014;5.387;9.582;0.891;64.68;0.905;-0.02;0.76;0.798;0.3;Latin America and Caribbean;Flawed democracy;48320;9881761;1.088;204.5;25.96;0.9440000000000001;0.001;0.005;0.0;0.001;0.03;0.017;0.0
435;Dominican Republic;2015;5.062;9.637;0.893;64.9;0.856;-0.065;0.755;0.714;0.295;Latin America and Caribbean;Flawed democracy;48320;9987801;1.047;206.7;25.55;0.9440000000000001;0.001;0.005;0.0;0.001;0.03;0.017;0.0
436;Dominican Republic;2016;5.239;9.691;0.895;65.2;0.873;-0.08;0.737;0.76;0.278;Latin America and Caribbean;Flawed democracy;48320;10092031;1.03;208.9;24.84;0.9440000000000001;0.001;0.005;0.0;0.001;0.03;0.017;0.0
437;Dominican Republic;2017;5.605;9.725;0.894;65.5;0.855;-0.121;0.76;0.739;0.275;Latin America and Caribbean;Flawed democracy;48320;10195531;1.011;211.0;24.15;0.9440000000000001;0.001;0.005;0.0;0.001;0.03;0.017;0.0
438;Dominican Republic;2018;5.433;9.782;0.862;65.8;0.867;-0.15;0.762;0.745;0.291;Latin America and Caribbean;Flawed democracy;48320;10298027;0.99;213.1;23.48;0.9440000000000001;0.001;0.005;0.0;0.001;0.03;0.017;0.0
439;Dominican Republic;2019;6.004;9.821;0.884;66.1;0.877;-0.123;0.746;0.784;0.264;Latin America and Caribbean;Flawed democracy;48320;10399252;0.967;215.2;22.83;0.9440000000000001;0.001;0.005;0.0;0.001;0.03;0.017;0.0
440;Dominican Republic;2020;5.168;9.802;0.806;66.4;0.835;-0.128;0.636;0.734;0.314;Latin America and Caribbean;Flawed democracy;48320;10498946;0.942;217.3;22.2;0.9440000000000001;0.001;0.005;0.0;0.001;0.03;0.017;0.0
441;Ecuador;2006;5.024;9.186;0.91;66.08;0.671;-0.091;0.901;0.825;0.357;Latin America and Caribbean;Flawed democracy;276841;13915489;1.547;50.3;24.47;0.941;0.0;0.055;0.0;0.0;0.003;0.0;0.0
442;Ecuador;2007;4.996;9.191;0.839;66.26;0.67;-0.063;0.83;0.833;0.286;Latin America and Caribbean;Flawed democracy;276841;14132755;1.551;51.1;24.03;0.941;0.0;0.055;0.0;0.0;0.003;0.0;0.0
443;Ecuador;2008;5.297;9.236;0.829;66.44;0.64;-0.094;0.801;0.843;0.283;Latin America and Caribbean;Flawed democracy;276841;14351557;1.522;51.8;23.6;0.941;0.0;0.055;0.0;0.0;0.003;0.0;0.0
444;Ecuador;2009;6.022;9.225;0.779;66.62;0.737;-0.108;0.774;0.84;0.256;Latin America and Caribbean;Flawed democracy;276841;14569419;1.492;52.6;23.18;0.941;0.0;0.055;0.0;0.0;0.003;0.0;0.0
445;Ecuador;2010;5.838;9.244;0.839;66.8;0.723;-0.063;0.806;0.826;0.22;Latin America and Caribbean;Flawed democracy;276841;14786116;1.461;53.4;22.76;0.941;0.0;0.055;0.0;0.0;0.003;0.0;0.0
446;Ecuador;2011;5.795;9.304;0.818;66.96;0.788;-0.155;0.702;0.862;0.271;Latin America and Caribbean;Flawed democracy;276841;15002033;1.438;54.2;22.35;0.941;0.0;0.055;0.0;0.0;0.003;0.0;0.0
447;Ecuador;2012;5.961;9.344;0.785;67.12;0.825;-0.084;0.73;0.847;0.333;Latin America and Caribbean;Flawed democracy;276841;15217573;1.415;55.0;21.95;0.941;0.0;0.055;0.0;0.0;0.003;0.0;0.0
448;Ecuador;2013;6.019;9.377;0.801;67.28;0.787;-0.191;0.646;0.851;0.267;Latin America and Caribbean;Flawed democracy;276841;15432555;1.391;55.7;21.55;0.941;0.0;0.055;0.0;0.0;0.003;0.0;0.0
449;Ecuador;2014;5.946;9.399;0.831;67.44;0.719;-0.167;0.661;0.859;0.306;Latin America and Caribbean;Flawed democracy;276841;15646805;1.367;56.5;21.17;0.941;0.0;0.055;0.0;0.0;0.003;0.0;0.0
450;Ecuador;2015;5.964;9.384;0.856;67.6;0.801;-0.114;0.666;0.851;0.323;Latin America and Caribbean;Flawed democracy;276841;15860106;1.342;57.3;20.79;0.941;0.0;0.055;0.0;0.0;0.003;0.0;0.0
451;Ecuador;2016;6.115;9.355;0.842;67.9;0.846;-0.015;0.774;0.846;0.365;Latin America and Caribbean;Flawed democracy;276841;16071878;1.311;58.1;20.41;0.941;0.0;0.055;0.0;0.0;0.003;0.0;0.0
452;Ecuador;2017;5.84;9.36;0.849;68.2;0.879;-0.167;0.734;0.829;0.314;Latin America and Caribbean;Flawed democracy;276841;16281498;1.28;58.8;20.04;0.941;0.0;0.055;0.0;0.0;0.003;0.0;0.0
453;Ecuador;2018;6.128;9.355;0.851;68.5;0.869;-0.099;0.831;0.876;0.328;Latin America and Caribbean;Flawed democracy;276841;16488667;1.249;59.6;19.68;0.941;0.0;0.055;0.0;0.0;0.003;0.0;0.0
454;Ecuador;2019;5.809;9.339;0.808;68.8;0.83;-0.115;0.839;0.811;0.374;Latin America and Caribbean;Flawed democracy;276841;16693091;1.216;60.3;19.33;0.941;0.0;0.055;0.0;0.0;0.003;0.0;0.0
455;Ecuador;2020;5.354;9.244;0.804;69.1;0.829;-0.157;0.855;0.79;0.416;Latin America and Caribbean;Flawed democracy;276841;16894461;1.182;61.0;18.98;0.941;0.0;0.055;0.0;0.0;0.003;0.0;0.0
456;Egypt;2009;5.066;9.213;0.744;59.94;0.611;-0.1;0.801;0.642;0.339;Middle East and North Africa;Authoritarian;995450;79317792;2.336;79.7;25.55;0.051;0.9490000000000001;0.0;0.0;0.0;0.0;0.0;0.0
457;Egypt;2010;4.669;9.244;0.769;60.0;0.486;-0.076;0.826;0.567;0.276;Middle East and North Africa;Authoritarian;995450;81238995;2.449;81.6;24.48;0.051;0.9490000000000001;0.0;0.0;0.0;0.0;0.0;0.0
458;Egypt;2011;4.174;9.24;0.753;60.16;0.59;-0.151;0.859;0.529;0.353;Middle East and North Africa;Authoritarian;995450;83298127;2.555;83.7;23.61;0.051;0.9490000000000001;0.0;0.0;0.0;0.0;0.0;0.0
459;Egypt;2012;4.204;9.24;0.737;60.32;0.452;-0.138;0.88;0.527;0.398;Middle East and North Africa;Authoritarian;995450;85458028;2.564;85.8;22.77;0.051;0.9490000000000001;0.0;0.0;0.0;0.0;0.0;0.0
460;Egypt;2013;3.559;9.239;0.675;60.48;0.474;-0.141;0.913;0.551;0.483;Middle East and North Africa;Authoritarian;995450;87679238;2.567;88.1;21.96;0.051;0.9490000000000001;0.0;0.0;0.0;0.0;0.0;0.0
461;Egypt;2014;4.885;9.245;0.619;60.64;0.578;-0.126;0.749;0.543;0.327;Middle East and North Africa;Authoritarian;995450;89958951;2.566;90.4;21.47;0.051;0.9490000000000001;0.0;0.0;0.0;0.0;0.0;0.0
462;Egypt;2015;4.763;9.266;0.73;60.8;0.659;-0.089;0.684;0.61;0.344;Middle East and North Africa;Authoritarian;995450;92296133;2.564;92.7;20.98;0.051;0.9490000000000001;0.0;0.0;0.0;0.0;0.0;0.0
463;Egypt;2016;4.557;9.287;0.809;61.1;0.656;-0.141;0.818;0.611;0.37;Middle East and North Africa;Authoritarian;995450;94665024;2.505;95.1;20.5;0.051;0.9490000000000001;0.0;0.0;0.0;0.0;0.0;0.0
464;El Salvador;2006;5.701;8.873;0.878;62.92;0.683;-0.056;0.807;0.864;0.233;Latin America and Caribbean;Hybrid regime;20721;5905773;-0.153;285.0;20.34;0.882;0.0;0.11;0.0;0.0;0.005;0.003;0.0
465;El Salvador;2007;5.296;8.887;0.717;63.24;0.639;-0.015;0.785;0.869;0.22;Latin America and Caribbean;Hybrid regime;20721;5911386;0.342;285.3;19.33;0.882;0.0;0.11;0.0;0.0;0.005;0.003;0.0
466;El Salvador;2008;5.191;8.908;0.747;63.56;0.636;-0.078;0.735;0.842;0.232;Latin America and Caribbean;Hybrid regime;20721;5933968;0.42;286.4;18.37;0.882;0.0;0.11;0.0;0.0;0.005;0.003;0.0
467;El Salvador;2009;6.839;8.883;0.734;63.88;0.671;-0.103;0.648;0.85;0.243;Latin America and Caribbean;Hybrid regime;20721;5954121;0.258;287.3;17.46;0.882;0.0;0.11;0.0;0.0;0.005;0.003;0.0
468;El Salvador;2010;6.74;8.9;0.757;64.2;0.669;-0.064;0.694;0.814;0.302;Latin America and Caribbean;Hybrid regime;20721;5966820;0.168;288.0;16.59;0.882;0.0;0.11;0.0;0.0;0.005;0.003;0.0
469;El Salvador;2011;4.741;8.933;0.731;64.4;0.747;-0.126;0.707;0.875;0.336;Latin America and Caribbean;Hybrid regime;20721;5984029;0.408;288.8;15.77;0.882;0.0;0.11;0.0;0.0;0.005;0.003;0.0
470;El Salvador;2012;5.934;8.956;0.806;64.6;0.683;-0.155;0.786;0.831;0.365;Latin America and Caribbean;Hybrid regime;20721;6032632;1.207;291.1;14.98;0.882;0.0;0.11;0.0;0.0;0.005;0.003;0.0
471;El Salvador;2013;6.325;8.974;0.827;64.8;0.716;-0.15;0.772;0.828;0.317;Latin America and Caribbean;Hybrid regime;20721;6120762;1.69;295.4;14.24;0.882;0.0;0.11;0.0;0.0;0.005;0.003;0.0
472;El Salvador;2014;5.857;8.986;0.798;65.0;0.778;-0.194;0.781;0.837;0.33;Latin America and Caribbean;Hybrid regime;20721;6178552;0.196;298.2;13.99;0.882;0.0;0.11;0.0;0.0;0.005;0.003;0.0
473;El Salvador;2015;6.018;9.005;0.791;65.2;0.733;-0.156;0.805;0.826;0.333;Latin America and Caribbean;Hybrid regime;20721;6205387;0.67;299.5;13.75;0.882;0.0;0.11;0.0;0.0;0.005;0.003;0.0
474;El Salvador;2016;6.14;9.025;0.794;65.5;0.8;-0.185;0.797;0.761;0.346;Latin America and Caribbean;Hybrid regime;20721;6248359;0.711;301.5;13.52;0.882;0.0;0.11;0.0;0.0;0.005;0.003;0.0
475;El Salvador;2017;6.339;9.042;0.829;65.8;0.758;-0.172;0.778;0.849;0.268;Latin America and Caribbean;Hybrid regime;20721;6303924;1.059;304.2;13.29;0.882;0.0;0.11;0.0;0.0;0.005;0.003;0.0
476;El Salvador;2018;6.241;9.061;0.82;66.1;0.863;-0.095;0.801;0.86;0.27;Latin America and Caribbean;Hybrid regime;20721;6368195;0.971;307.3;13.06;0.882;0.0;0.11;0.0;0.0;0.005;0.003;0.0
477;El Salvador;2019;6.455;9.08;0.764;66.4;0.877;-0.109;0.682;0.871;0.271;Latin America and Caribbean;Hybrid regime;20721;6427299;0.877;310.2;12.84;0.882;0.0;0.11;0.0;0.0;0.005;0.003;0.0
478;El Salvador;2020;5.462;9.019;0.696;66.7;0.924;-0.126;0.583;0.839;0.329;Latin America and Caribbean;Hybrid regime;20721;6480810;0.781;312.8;12.62;0.882;0.0;0.11;0.0;0.0;0.005;0.003;0.0
479;Estonia;2006;5.371;10.27;0.91;64.86;0.749;-0.264;0.797;0.655;0.215;Central and Eastern Europe;Flawed democracy;42388;1322944;-0.647;31.2;4.88;0.39899999999999997;0.002;0.596;0.0;0.0;0.0;0.0;0.001
480;Estonia;2007;5.332;10.347;0.896;65.32;0.712;-0.246;0.743;0.666;0.176;Central and Eastern Europe;Flawed democracy;42388;1316118;-0.387;31.0;5.35;0.39899999999999997;0.002;0.596;0.0;0.0;0.0;0.0;0.001
481;Estonia;2008;5.452;10.298;0.904;65.78;0.642;-0.217;0.663;0.597;0.218;Central and Eastern Europe;Flawed democracy;42388;1311467;-0.32;30.9;5.08;0.39899999999999997;0.002;0.596;0.0;0.0;0.0;0.0;0.001
482;Estonia;2009;5.138;10.144;0.874;66.24;0.611;-0.23;0.793;0.598;0.243;Central and Eastern Europe;Flawed democracy;42388;1307409;-0.299;30.8;3.7;0.39899999999999997;0.002;0.596;0.0;0.0;0.0;0.0;0.001
483;Estonia;2011;5.487;10.248;0.909;66.96;0.735;-0.168;0.687;0.651;0.205;Central and Eastern Europe;Flawed democracy;42388;1297236;-0.454;30.6;2.59;0.39899999999999997;0.002;0.596;0.0;0.0;0.0;0.0;0.001
484;Estonia;2012;5.364;10.282;0.889;67.22;0.697;-0.192;0.793;0.647;0.199;Central and Eastern Europe;Flawed democracy;42388;1288868;-0.841;30.4;3.83;0.39899999999999997;0.002;0.596;0.0;0.0;0.0;0.0;0.001
485;Estonia;2013;5.367;10.299;0.901;67.48;0.754;-0.201;0.726;0.702;0.199;Central and Eastern Europe;Flawed democracy;42388;1279726;-0.582;30.2;3.79;0.39899999999999997;0.002;0.596;0.0;0.0;0.0;0.0;0.001
486;Estonia;2014;5.556;10.331;0.917;67.74;0.773;-0.153;0.652;0.68;0.203;Central and Eastern Europe;Flawed democracy;42388;1272393;-0.568;30.0;3.75;0.39899999999999997;0.002;0.596;0.0;0.0;0.0;0.0;0.001
487;Estonia;2015;5.629;10.348;0.918;68.0;0.815;-0.164;0.569;0.723;0.183;Central and Eastern Europe;Flawed democracy;42388;1265255;-0.557;29.8;3.71;0.39899999999999997;0.002;0.596;0.0;0.0;0.0;0.0;0.001
488;Estonia;2016;5.65;10.374;0.938;68.2;0.843;-0.149;0.639;0.726;0.177;Central and Eastern Europe;Flawed democracy;42388;1258272;-0.55;29.7;3.67;0.39899999999999997;0.002;0.596;0.0;0.0;0.0;0.0;0.001
489;Estonia;2017;5.938;10.429;0.936;68.4;0.862;-0.101;0.668;0.805;0.16;Central and Eastern Europe;Flawed democracy;42388;1251222;-0.574;29.5;3.63;0.39899999999999997;0.002;0.596;0.0;0.0;0.0;0.0;0.001
490;Estonia;2018;6.091;10.472;0.933;68.6;0.886;-0.141;0.621;0.795;0.163;Central and Eastern Europe;Flawed democracy;42388;1243890;-0.601;29.3;3.59;0.39899999999999997;0.002;0.596;0.0;0.0;0.0;0.0;0.001
491;Estonia;2019;6.035;10.511;0.934;68.8;0.887;-0.096;0.576;0.804;0.156;Central and Eastern Europe;Flawed democracy;42388;1236253;-0.63;29.2;3.55;0.39899999999999997;0.002;0.596;0.0;0.0;0.0;0.0;0.001
492;Estonia;2020;6.453;10.459;0.958;69.0;0.954;-0.082;0.398;0.807;0.188;Central and Eastern Europe;Flawed democracy;42388;1228296;-0.661;29.0;3.52;0.39899999999999997;0.002;0.596;0.0;0.0;0.0;0.0;0.001
493;Ethiopia;2013;4.445;7.343;0.602;55.8;0.707;-0.008;0.75;0.643;0.213;Sub-Saharan Africa;Authoritarian;1096570;89333993;2.792;81.5;48.28;0.628;0.34600000000000003;0.0;0.0;0.0;0.026000000000000002;0.0;0.0
494;Ethiopia;2014;4.507;7.413;0.64;56.4;0.694;0.08;0.702;0.738;0.303;Sub-Saharan Africa;Authoritarian;1096570;91942495;2.961;83.8;46.17;0.628;0.34600000000000003;0.0;0.0;0.0;0.026000000000000002;0.0;0.0
495;Ethiopia;2015;4.573;7.484;0.626;57.0;0.803;0.113;0.567;0.714;0.237;Sub-Saharan Africa;Authoritarian;1096570;94621003;2.784;86.3;44.14;0.628;0.34600000000000003;0.0;0.0;0.0;0.026000000000000002;0.0;0.0
496;Ethiopia;2016;4.298;7.547;0.719;57.5;0.744;0.038;0.703;0.727;0.254;Sub-Saharan Africa;Authoritarian;1096570;97266995;2.732;88.7;42.33;0.628;0.34600000000000003;0.0;0.0;0.0;0.026000000000000002;0.0;0.0
497;Ethiopia;2017;4.18;7.612;0.734;58.0;0.717;0.001;0.757;0.609;0.304;Sub-Saharan Africa;Authoritarian;1096570;99963283;2.736;91.2;40.58;0.628;0.34600000000000003;0.0;0.0;0.0;0.026000000000000002;0.0;0.0
498;Ethiopia;2018;4.379;7.651;0.74;58.5;0.74;0.039;0.799;0.66;0.272;Sub-Saharan Africa;Authoritarian;1096570;102674812;2.618;93.6;38.91;0.628;0.34600000000000003;0.0;0.0;0.0;0.026000000000000002;0.0;0.0
499;Ethiopia;2019;4.1;7.705;0.748;59.0;0.754;0.053;0.732;0.631;0.283;Sub-Saharan Africa;Authoritarian;1096570;105376083;2.576;96.1;37.3;0.628;0.34600000000000003;0.0;0.0;0.0;0.026000000000000002;0.0;0.0
500;Ethiopia;2020;4.549;7.711;0.823;59.5;0.769;0.188;0.784;0.669;0.252;Sub-Saharan Africa;Authoritarian;1096570;108108470;2.544;98.6;35.76;0.628;0.34600000000000003;0.0;0.0;0.0;0.026000000000000002;0.0;0.0
501;Finland;2006;7.672;10.745;0.965;69.76;0.969;-0.005;0.132;0.722;0.172;Western Europe;Full democracy;303815;5257972;0.402;17.3;2.78;0.8009999999999999;0.008;0.191;0.0;0.0;0.0;0.0;0.0
502;Finland;2008;7.671;10.796;0.951;70.08;0.934;0.028;0.217;0.773;0.144;Western Europe;Full democracy;303815;5304716;0.488;17.5;2.77;0.8009999999999999;0.008;0.191;0.0;0.0;0.0;0.0;0.0
503;Finland;2010;7.393;10.734;0.935;70.4;0.916;0.091;0.413;0.832;0.202;Western Europe;Full democracy;303815;5354669;0.445;17.6;2.43;0.8009999999999999;0.008;0.191;0.0;0.0;0.0;0.0;0.0
504;Finland;2011;7.354;10.754;0.938;70.64;0.936;0.101;0.32;0.773;0.205;Western Europe;Full democracy;303815;5379679;0.487;17.7;2.48;0.8009999999999999;0.008;0.191;0.0;0.0;0.0;0.0;0.0
505;Finland;2012;7.42;10.735;0.928;70.88;0.921;-0.001;0.361;0.796;0.202;Western Europe;Full democracy;303815;5405387;0.467;17.8;2.3;0.8009999999999999;0.008;0.191;0.0;0.0;0.0;0.0;0.0
506;Finland;2013;7.445;10.722;0.941;71.12;0.919;0.04;0.306;0.769;0.195;Western Europe;Full democracy;303815;5430351;0.455;17.9;2.25;0.8009999999999999;0.008;0.191;0.0;0.0;0.0;0.0;0.0
507;Finland;2014;7.385;10.714;0.952;71.36;0.933;-0.001;0.265;0.784;0.199;Western Europe;Full democracy;303815;5454465;0.431;18.0;2.24;0.8009999999999999;0.008;0.191;0.0;0.0;0.0;0.0;0.0
508;Finland;2015;7.448;10.716;0.948;71.6;0.93;0.111;0.223;0.751;0.191;Western Europe;Full democracy;303815;5477371;0.407;18.0;2.23;0.8009999999999999;0.008;0.191;0.0;0.0;0.0;0.0;0.0
509;Finland;2016;7.66;10.74;0.954;71.7;0.948;-0.027;0.25;0.797;0.182;Western Europe;Full democracy;303815;5499022;0.382;18.1;2.22;0.8009999999999999;0.008;0.191;0.0;0.0;0.0;0.0;0.0
510;Finland;2017;7.788;10.768;0.964;71.8;0.962;-0.002;0.192;0.787;0.176;Western Europe;Full democracy;303815;5519372;0.357;18.2;2.21;0.8009999999999999;0.008;0.191;0.0;0.0;0.0;0.0;0.0
511;Finland;2018;7.858;10.783;0.962;71.9;0.938;-0.127;0.199;0.782;0.182;Western Europe;Full democracy;303815;5538400;0.332;18.2;2.2;0.8009999999999999;0.008;0.191;0.0;0.0;0.0;0.0;0.0
512;Finland;2019;7.78;10.792;0.937;72.0;0.948;-0.052;0.195;0.755;0.181;Western Europe;Full democracy;303815;5556081;0.306;18.3;2.19;0.8009999999999999;0.008;0.191;0.0;0.0;0.0;0.0;0.0
513;Finland;2020;7.889;10.75;0.962;72.1;0.962;-0.116;0.164;0.744;0.193;Western Europe;Full democracy;303815;5572355;0.279;18.3;2.18;0.8009999999999999;0.008;0.191;0.0;0.0;0.0;0.0;0.0
